path,speaker,emotion,text,index
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000113_neutral.wav,0011,neutral,Mister lawson saw george last night.,000113
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000466_angry.wav,0011,angry,"No, I burst the balloon!",000116
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000116_neutral.wav,0011,neutral,"No, I burst the balloon!",000116
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000474_angry.wav,0011,angry,"You know, answers to the name of Tom's son.",000124
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000124_neutral.wav,0011,neutral,"You know, answers to the name of Tom's son.",000124
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000500_angry.wav,0011,angry,I hope you enjoyed yourself?,000150
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000150_neutral.wav,0011,neutral,I hope you enjoyed yourself?,000150
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000507_angry.wav,0011,angry,"Blackbird, and Jay.",000157
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000157_neutral.wav,0011,neutral,"Blackbird, and Jay.",000157
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000508_angry.wav,0011,angry,it looks much better.,000158
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000158_neutral.wav,0011,neutral,it looks much better.,000158
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000514_angry.wav,0011,angry,His large mouth curled into a sneer.,000164
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000164_neutral.wav,0011,neutral,His large mouth curled into a sneer.,000164
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000521_angry.wav,0011,angry,I say neither yea nor nay.,000171
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000171_neutral.wav,0011,neutral,I say neither yea nor nay.,000171
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000522_angry.wav,0011,angry,I shall say good bye.,000172
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000172_neutral.wav,0011,neutral,I shall say good bye.,000172
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000523_angry.wav,0011,angry,He searched through the box.,000173
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000173_neutral.wav,0011,neutral,He searched through the box.,000173
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000524_angry.wav,0011,angry,I pay half a crown a week extra.,000174
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000174_neutral.wav,0011,neutral,I pay half a crown a week extra.,000174
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000531_angry.wav,0011,angry,"First, issue a reward.",000181
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000181_neutral.wav,0011,neutral,"First, issue a reward.",000181
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000532_angry.wav,0011,angry,Age forty five if a day a lie.,000182
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000182_neutral.wav,0011,neutral,Age forty five if a day a lie.,000182
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000536_angry.wav,0011,angry,She jump at the tail and bite it savagely.,000186
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000186_neutral.wav,0011,neutral,She jump at the tail and bite it savagely.,000186
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000537_angry.wav,0011,angry,An hour out of Guildford town.,000187
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000187_neutral.wav,0011,neutral,An hour out of Guildford town.,000187
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000557_angry.wav,0011,angry,"What am I, I'm a racer, son of god.",000207
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000207_neutral.wav,0011,neutral,"What am I, I'm a racer, son of god.",000207
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000558_angry.wav,0011,angry,"However, somebody killed something.",000208
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000208_neutral.wav,0011,neutral,"However, somebody killed something.",000208
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000573_angry.wav,0011,angry,"Pick, pick, pick!",000223
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000223_neutral.wav,0011,neutral,"Pick, pick, pick!",000223
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000574_angry.wav,0011,angry,Do you know the lid opens?,000224
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000224_neutral.wav,0011,neutral,Do you know the lid opens?,000224
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000577_angry.wav,0011,angry,"Born once every one hundred years, dies in flames!",000227
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000227_neutral.wav,0011,neutral,"Born once every one hundred years, dies in flames!",000227
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000578_angry.wav,0011,angry,It says no way! shouted Daisy.,000228
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000228_neutral.wav,0011,neutral,It says no way! shouted Daisy.,000228
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000579_angry.wav,0011,angry,The first year they sowed rye.,000229
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000229_neutral.wav,0011,neutral,The first year they sowed rye.,000229
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000581_angry.wav,0011,angry,He told me that I ought to change.,000231
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000231_neutral.wav,0011,neutral,He told me that I ought to change.,000231
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000591_angry.wav,0011,angry,We have showed his shark tooth.,000241
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000241_neutral.wav,0011,neutral,We have showed his shark tooth.,000241
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000594_angry.wav,0011,angry,Off for the prison ship.,000244
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000244_neutral.wav,0011,neutral,Off for the prison ship.,000244
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000596_angry.wav,0011,angry,We can not do it sir.,000246
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000246_neutral.wav,0011,neutral,We can not do it sir.,000246
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000598_angry.wav,0011,angry,In which piglet meets an elephant.,000248
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000248_neutral.wav,0011,neutral,In which piglet meets an elephant.,000248
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000607_angry.wav,0011,angry,I would scoff at these followers.,000257
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000257_neutral.wav,0011,neutral,I would scoff at these followers.,000257
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000624_angry.wav,0011,angry,Because he was a man with infinite resource and sagacity.,000274
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000274_neutral.wav,0011,neutral,Because he was a man with infinite resource and sagacity.,000274
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000630_angry.wav,0011,angry,Your path now goes south.,000280
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000280_neutral.wav,0011,neutral,Your path now goes south.,000280
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000636_angry.wav,0011,angry,"One two three, where is your breakfast.",000286
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000286_neutral.wav,0011,neutral,"One two three, where is your breakfast.",000286
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000641_angry.wav,0011,angry,The end of february fourteenth.,000291
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000291_neutral.wav,0011,neutral,The end of february fourteenth.,000291
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000643_angry.wav,0011,angry,He is old fashioned but he is the best of men.,000293
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000293_neutral.wav,0011,neutral,He is old fashioned but he is the best of men.,000293
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000646_angry.wav,0011,angry,You woke me up!,000296
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000296_neutral.wav,0011,neutral,You woke me up!,000296
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000667_angry.wav,0011,angry,At length they came to a sharp bend.,000317
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000317_neutral.wav,0011,neutral,At length they came to a sharp bend.,000317
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000670_angry.wav,0011,angry,Goat Billy asked the old chinese guy.,000320
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000320_neutral.wav,0011,neutral,Goat Billy asked the old chinese guy.,000320
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000679_angry.wav,0011,angry,And his heart wagged with joy like a lamb's tail.,000329
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000329_neutral.wav,0011,neutral,And his heart wagged with joy like a lamb's tail.,000329
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000695_angry.wav,0011,angry,A whirring noise was heard.,000345
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000345_neutral.wav,0011,neutral,A whirring noise was heard.,000345
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000699_angry.wav,0011,angry,What do you think of this question?,000349
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0011_000349_neutral.wav,0011,neutral,What do you think of this question?,000349
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000396_angry.wav,0012,angry,They'd never know I'd regular ran away.,000046
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000046_neutral.wav,0012,neutral,They'd never know I'd regular ran away.,000046
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000459_angry.wav,0012,angry,If they mother knew it.,000109
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000109_neutral.wav,0012,neutral,If they mother knew it.,000109
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000460_angry.wav,0012,angry,Act drop second act scene.,000110
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000110_neutral.wav,0012,neutral,Act drop second act scene.,000110
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000475_angry.wav,0012,angry,To catch that bulrush root with my paw!,000125
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000125_neutral.wav,0012,neutral,To catch that bulrush root with my paw!,000125
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000477_angry.wav,0012,angry,Cos I know I had some honey.,000127
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000127_neutral.wav,0012,neutral,Cos I know I had some honey.,000127
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000503_angry.wav,0012,angry,But we are not high yet.,000153
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000153_neutral.wav,0012,neutral,But we are not high yet.,000153
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000522_angry.wav,0012,angry,I shall say good bye.,000172
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000172_neutral.wav,0012,neutral,I shall say good bye.,000172
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000527_angry.wav,0012,angry,Tom fell with a cloven head.,000177
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000177_neutral.wav,0012,neutral,Tom fell with a cloven head.,000177
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000535_angry.wav,0012,angry,The new born baby is stolen as we go.,000185
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000185_neutral.wav,0012,neutral,The new born baby is stolen as we go.,000185
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000553_angry.wav,0012,angry,I was not grabbed.,000203
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000203_neutral.wav,0012,neutral,I was not grabbed.,000203
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000571_angry.wav,0012,angry,I am a selfish sinner.,000221
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000221_neutral.wav,0012,neutral,I am a selfish sinner.,000221
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000585_angry.wav,0012,angry,"If not, I shall go no further.",000235
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000235_neutral.wav,0012,neutral,"If not, I shall go no further.",000235
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000599_angry.wav,0012,angry,You may imagine how I gape.,000249
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000249_neutral.wav,0012,neutral,You may imagine how I gape.,000249
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000607_angry.wav,0012,angry,I would scoff at these followers.,000257
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000257_neutral.wav,0012,neutral,I would scoff at these followers.,000257
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000629_angry.wav,0012,angry,These words behind the ears is nonsense.,000279
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000279_neutral.wav,0012,neutral,These words behind the ears is nonsense.,000279
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000640_angry.wav,0012,angry,There goes the shawl again!,000290
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000290_neutral.wav,0012,neutral,There goes the shawl again!,000290
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000660_angry.wav,0012,angry,Why it is just like the round egg which sounds thin.,000310
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000310_neutral.wav,0012,neutral,Why it is just like the round egg which sounds thin.,000310
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000661_angry.wav,0012,angry,I am safe back again.,000311
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000311_neutral.wav,0012,neutral,I am safe back again.,000311
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000678_angry.wav,0012,angry,It would be a hard choice.,000328
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000328_neutral.wav,0012,neutral,It would be a hard choice.,000328
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000692_angry.wav,0012,angry,Why should I purchase my own?,000342
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0012_000342_neutral.wav,0012,neutral,Why should I purchase my own?,000342
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000381_angry.wav,0013,angry,All smile were real and the happier，the more sincere .,000031
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000031_neutral.wav,0013,neutral,All smile were real and the happier，the more sincere .,000031
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000413_angry.wav,0013,angry,Asteroid three hundred and twenty five.,000063
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000063_neutral.wav,0013,neutral,Asteroid three hundred and twenty five.,000063
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000419_angry.wav,0013,angry,"Not much use is it, sam?",000069
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000069_neutral.wav,0013,neutral,"Not much use is it, sam?",000069
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000432_angry.wav,0013,angry,A fair jaw cracker dwarf language must be!,000082
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000082_neutral.wav,0013,neutral,A fair jaw cracker dwarf language must be!,000082
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000451_angry.wav,0013,angry,"It's me piglit, help help!",000101
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000101_neutral.wav,0013,neutral,"It's me piglit, help help!",000101
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000478_angry.wav,0013,angry,Put that rude grasshopper in jail!,000128
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000128_neutral.wav,0013,neutral,Put that rude grasshopper in jail!,000128
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000491_angry.wav,0013,angry,Can I lodge here tonight?,000141
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000141_neutral.wav,0013,neutral,Can I lodge here tonight?,000141
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000519_angry.wav,0013,angry,Sam waved his arm vaguely.,000169
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000169_neutral.wav,0013,neutral,Sam waved his arm vaguely.,000169
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000523_angry.wav,0013,angry,He searched through the box.,000173
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000173_neutral.wav,0013,neutral,He searched through the box.,000173
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000530_angry.wav,0013,angry,Toast from the bread fruit tree.,000180
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000180_neutral.wav,0013,neutral,Toast from the bread fruit tree.,000180
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000546_angry.wav,0013,angry,Clear are your eyes and bright your breath!,000196
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000196_neutral.wav,0013,neutral,Clear are your eyes and bright your breath!,000196
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000547_angry.wav,0013,angry,"Fur flew through the air, teeth gnashed.",000197
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000197_neutral.wav,0013,neutral,"Fur flew through the air, teeth gnashed.",000197
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000549_angry.wav,0013,angry,Captain Tom receives an angry letter.,000199
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000199_neutral.wav,0013,neutral,Captain Tom receives an angry letter.,000199
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000559_angry.wav,0013,angry,A raging fire was-in his eyes.,000209
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000209_neutral.wav,0013,neutral,A raging fire was-in his eyes.,000209
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000569_angry.wav,0013,angry,But the tune isn't his own invention.,000219
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000219_neutral.wav,0013,neutral,But the tune isn't his own invention.,000219
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000575_angry.wav,0013,angry,Her existence makes him pleasant.,000225
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000225_neutral.wav,0013,neutral,Her existence makes him pleasant.,000225
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000603_angry.wav,0013,angry,I have a soothsayer.,000253
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000253_neutral.wav,0013,neutral,I have a soothsayer.,000253
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000623_angry.wav,0013,angry,I'd just as soon swim your way as others do.,000273
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000273_neutral.wav,0013,neutral,I'd just as soon swim your way as others do.,000273
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000656_angry.wav,0013,angry,Please invite Tom if there is not requires.,000306
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000306_neutral.wav,0013,neutral,Please invite Tom if there is not requires.,000306
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000686_angry.wav,0013,angry,Over them swooped the eagles.,000336
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0013_000336_neutral.wav,0013,neutral,Over them swooped the eagles.,000336
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000368_angry.wav,0014,angry,Then sadly it is much farther.,000018
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000018_neutral.wav,0014,neutral,Then sadly it is much farther.,000018
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000370_angry.wav,0014,angry,At the roots-of a bush of a grass.,000020
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000020_neutral.wav,0014,neutral,At the roots-of a bush of a grass.,000020
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000373_angry.wav,0014,angry,I thought you meant how old are you?,000023
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000023_neutral.wav,0014,neutral,I thought you meant how old are you?,000023
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000375_angry.wav,0014,angry,She is now choosing skirt to wear.,000025
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000025_neutral.wav,0014,neutral,She is now choosing skirt to wear.,000025
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000378_angry.wav,0014,angry,"She had said, so that one could keep up a conversation!",000028
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000028_neutral.wav,0014,neutral,"She had said, so that one could keep up a conversation!",000028
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000397_angry.wav,0014,angry,please excuse me.,000047
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000047_neutral.wav,0014,neutral,please excuse me.,000047
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000419_angry.wav,0014,angry,"Not much use is it, sam?",000069
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000069_neutral.wav,0014,neutral,"Not much use is it, sam?",000069
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000420_angry.wav,0014,angry,Tom now let our arrows fly!,000070
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000070_neutral.wav,0014,neutral,Tom now let our arrows fly!,000070
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000423_angry.wav,0014,angry,how suspicious this fox.,000073
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000073_neutral.wav,0014,neutral,how suspicious this fox.,000073
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000434_angry.wav,0014,angry,By hook or by crook.,000084
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000084_neutral.wav,0014,neutral,By hook or by crook.,000084
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000441_angry.wav,0014,angry,We expected Tom would jump for joy.,000091
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000091_neutral.wav,0014,neutral,We expected Tom would jump for joy.,000091
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000445_angry.wav,0014,angry,Aha what i have we here?,000095
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000095_neutral.wav,0014,neutral,Aha what i have we here?,000095
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000449_angry.wav,0014,angry,I've hit the wrong nose.,000099
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000099_neutral.wav,0014,neutral,I've hit the wrong nose.,000099
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000458_angry.wav,0014,angry,The squire himself showed perfect.,000108
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000108_neutral.wav,0014,neutral,The squire himself showed perfect.,000108
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000460_angry.wav,0014,angry,Act drop second act scene.,000110
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000110_neutral.wav,0014,neutral,Act drop second act scene.,000110
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000462_angry.wav,0014,angry,"Clown, to call him joey.",000112
/data/home/hys4qm/ste-optimized/data/esd-angry-source/wav/0014_000112_neutral.wav,0014,neutral,"Clown, to call him joey.",000112
